startTime,Model,OSVersion,Protocol,Role,PayloadSize,NumberOfContacts,NumberOfIDs,NumberOfContactsPeer,NumberOfIDsPeer,StartVerifying,Verified,StartCalculatingV,CalculatedV,StartIntersecting,Intersected,StartCalculatingZ,CalculatedZ,StartCalculatingPOK,CalculatedPOK,PSICompleted,StartedBrowsingBonjour,DiscoveredReceiverBonjour,SendingStartPSIRequest,ReceivedStartPSIResponse,SendingFinishPSIRequest,ReceivedFinishPSIResponse,SendingDiscoverRequest,ReceivedDiscoverResponse,StartsSendingFile,UploadFinished,precomputationDuration,DiscoverCompleted
2020-10-11T20:51:24.819Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,15000,20,,,,,,,,,,,,,,2020-10-11T20:51:29.820Z,2020-10-11T20:51:29.825Z,,,,,2020-10-11T20:51:29.825Z,2020-10-11T20:51:29.930Z,2020-10-11T20:51:30.032Z,2020-10-11T20:51:30.843Z,20.280592918395996,2020-10-11T20:51:29.972Z
2020-10-11T20:51:31.012Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489143.0,100,1,,,,,,,,,,,,,,2020-10-11T20:51:36.442Z,2020-10-11T20:51:36.445Z,,,,,2020-10-11T20:51:36.445Z,2020-10-11T20:51:36.543Z,2020-10-11T20:51:36.634Z,2020-10-11T20:51:37.533Z,0.14446401596069336,2020-10-11T20:51:36.580Z
2020-10-11T20:51:37.708Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489139.0,100,10,,,,,,,,,,,,,,2020-10-11T20:51:43.155Z,2020-10-11T20:51:43.160Z,,,,,2020-10-11T20:51:43.160Z,2020-10-11T20:51:43.266Z,2020-10-11T20:51:43.359Z,2020-10-11T20:51:44.327Z,0.14202702045440674,2020-10-11T20:51:43.303Z
2020-10-11T20:51:44.515Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,100,20,,,,,,,,,,,,,,2020-10-11T20:51:49.907Z,2020-10-11T20:51:49.911Z,,,,,2020-10-11T20:51:49.911Z,2020-10-11T20:51:50.014Z,2020-10-11T20:51:50.112Z,2020-10-11T20:51:51.037Z,0.13886404037475586,2020-10-11T20:51:50.055Z
2020-10-11T20:51:52.418Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,1000,1,,,,,,,,,,,,,,2020-10-11T20:51:57.904Z,2020-10-11T20:51:57.909Z,,,,,2020-10-11T20:51:57.909Z,2020-10-11T20:51:58.012Z,2020-10-11T20:51:58.105Z,2020-10-11T20:51:58.882Z,1.3412131071090698,2020-10-11T20:51:58.048Z
2020-10-11T20:52:00.288Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489144.0,1000,10,,,,,,,,,,,,,,2020-10-11T20:52:05.654Z,2020-10-11T20:52:05.658Z,,,,,2020-10-11T20:52:05.659Z,2020-10-11T20:52:05.756Z,2020-10-11T20:52:05.846Z,2020-10-11T20:52:06.640Z,1.3539080619812012,2020-10-11T20:52:05.793Z
2020-10-11T20:52:08.065Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489143.0,1000,20,,,,,,,,,,,,,,2020-10-11T20:52:13.500Z,2020-10-11T20:52:13.504Z,,,,,2020-10-11T20:52:13.504Z,2020-10-11T20:52:13.611Z,2020-10-11T20:52:13.705Z,2020-10-11T20:52:14.481Z,1.3589210510253906,2020-10-11T20:52:13.650Z
2020-10-11T20:52:21.391Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489144.0,5000,1,,,,,,,,,,,,,,2020-10-11T20:52:26.857Z,2020-10-11T20:52:26.862Z,,,,,2020-10-11T20:52:26.863Z,2020-10-11T20:52:26.968Z,2020-10-11T20:52:27.058Z,2020-10-11T20:52:27.845Z,6.797338962554932,2020-10-11T20:52:27.004Z
2020-10-11T20:52:34.732Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489144.0,5000,10,,,,,,,,,,,,,,2020-10-11T20:52:40.121Z,2020-10-11T20:52:40.125Z,,,,,2020-10-11T20:52:40.126Z,2020-10-11T20:52:40.226Z,2020-10-11T20:52:40.317Z,2020-10-11T20:52:41.108Z,6.764450907707214,2020-10-11T20:52:40.262Z
2020-10-11T20:52:48.073Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489141.0,5000,20,,,,,,,,,,,,,,2020-10-11T20:52:53.367Z,2020-10-11T20:52:53.372Z,,,,,2020-10-11T20:52:53.373Z,2020-10-11T20:52:53.473Z,2020-10-11T20:52:53.566Z,2020-10-11T20:52:54.352Z,6.828221917152405,2020-10-11T20:52:53.512Z
