startTime,Model,OSVersion,Protocol,Role,PayloadSize,NumberOfContacts,NumberOfIDs,NumberOfContactsPeer,NumberOfIDsPeer,StartVerifying,Verified,StartCalculatingV,CalculatedV,StartIntersecting,Intersected,StartCalculatingZ,CalculatedZ,StartCalculatingPOK,CalculatedPOK,PSICompleted,ReceivedStartPSIRequest,SentStartPSIResponse,ReceivedFinishPSIRequest,SentFinishPSIResponse,ReceivedDiscoverRequest,SentDiscoverResponse,UploadFinished,precomputationDuration
2020-10-11T20:56:30.506Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,5000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:56:38.458Z,2020-10-11T20:56:38.462Z,2020-10-11T20:56:39.399Z,4.337803959846497
2020-10-11T20:56:48.306Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,10000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:56:58.619Z,2020-10-11T20:56:58.623Z,2020-10-11T20:56:59.578Z,8.715690970420837
2020-10-11T20:57:08.519Z,"iPhone12,3",14.0.0,original,receiver,10489144.0,10000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:57:18.459Z,2020-10-11T20:57:18.463Z,2020-10-11T20:57:19.444Z,8.733075976371765
2020-10-11T20:57:28.407Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,10000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:57:38.753Z,2020-10-11T20:57:38.758Z,2020-10-11T20:57:39.731Z,8.750411987304688
2020-10-11T20:57:53.100Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,15000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:58:05.784Z,2020-10-11T20:58:05.788Z,2020-10-11T20:58:06.773Z,13.078644037246704
2020-10-11T20:58:20.206Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,15000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:58:32.455Z,2020-10-11T20:58:32.460Z,2020-10-11T20:58:33.453Z,13.125647068023682
2020-10-11T20:58:46.872Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,15000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:58:59.061Z,2020-10-11T20:58:59.066Z,2020-10-11T20:59:00.077Z,13.113327026367188
2020-10-11T20:59:00.483Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,100,1,,,,,,,,,,,,,,,,,,2020-10-11T20:59:05.754Z,2020-10-11T20:59:05.757Z,2020-10-11T20:59:06.644Z,0.09227502346038818
2020-10-11T20:59:06.803Z,"iPhone12,3",14.0.0,original,receiver,10489141.0,100,10,,,,,,,,,,,,,,,,,,2020-10-11T20:59:12.430Z,2020-10-11T20:59:12.434Z,2020-10-11T20:59:13.325Z,0.08717703819274902
2020-10-11T20:59:13.462Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,100,20,,,,,,,,,,,,,,,,,,2020-10-11T20:59:19.022Z,2020-10-11T20:59:19.026Z,2020-10-11T20:59:19.920Z,0.08808791637420654
